Age,Gender,Average Weight (Kg),Average Height (cm),Level of Activity,bmr,Meal Type,Menu No,Recommended Calorie ,Recommended Total Carbohydrate(g),Recommended Carbohydrate (g),Serving Size
16,1,53.52,162.5,2,1309.825,3,19,2030.22875,228.4007344,59.38419094,1.3
16,1,53.52,162.5,2,1309.825,3,20,2030.22875,228.4007344,59.38419094,1.3
16,1,53.52,162.5,2,1309.825,3,21,2030.22875,228.4007344,59.38419094,1.3
16,2,60.78,173.4,2,1616.55,3,15,2505.6525,281.8859063,73.29033563,2.9
16,2,60.78,173.4,2,1616.55,3,16,2505.6525,281.8859063,73.29033563,2.4
16,2,60.78,173.4,2,1616.55,3,17,2505.6525,281.8859063,73.29033563,2.4
16,2,60.78,173.4,2,1616.55,3,18,2505.6525,281.8859063,73.29033563,2.1
16,2,60.78,173.4,2,1616.55,3,19,2505.6525,281.8859063,73.29033563,1.6
16,2,60.78,173.4,2,1616.55,3,20,2505.6525,281.8859063,73.29033563,1.6
16,2,60.78,173.4,2,1616.55,3,21,2505.6525,281.8859063,73.29033563,1.6
16,1,53.52,162.5,3 ,1309.825,3,15,2259.448125,254.1879141,66.08885766,2.6
16,1,53.52,162.5,3 ,1309.825,3,16,2259.448125,254.1879141,66.08885766,2.2
16,1,53.52,162.5,3 ,1309.825,3,17,2259.448125,254.1879141,66.08885766,2.2
16,1,53.52,162.5,3 ,1309.825,3,18,2259.448125,254.1879141,66.08885766,1.9
16,1,53.52,162.5,3 ,1309.825,3,19,2259.448125,254.1879141,66.08885766,1.5
16,1,53.52,162.5,3 ,1309.825,3,20,2259.448125,254.1879141,66.08885766,1.5
16,1,53.52,162.5,3 ,1309.825,3,21,2259.448125,254.1879141,66.08885766,1.5
16,2,60.78,173.4,3 ,1616.55,3,15,2788.54875,313.7117344,81.56505094,3.3
16,2,60.78,173.4,3 ,1616.55,3,16,2788.54875,313.7117344,81.56505094,2.7
16,2,60.78,173.4,3 ,1616.55,3,17,2788.54875,313.7117344,81.56505094,2.7
16,2,60.78,173.4,3 ,1616.55,3,18,2788.54875,313.7117344,81.56505094,2.3
16,2,60.78,173.4,3 ,1616.55,3,19,2788.54875,313.7117344,81.56505094,1.8
16,2,60.78,173.4,3 ,1616.55,3,20,2788.54875,313.7117344,81.56505094,1.8
16,2,60.78,173.4,3 ,1616.55,3,21,2788.54875,313.7117344,81.56505094,1.8
17,1,54.43,162.5,1,1313.925,3,15,1806.646875,203.2477734,52.84442109,2.1
17,1,54.43,162.5,1,1313.925,3,16,1806.646875,203.2477734,52.84442109,1.8
17,1,54.43,162.5,1,1313.925,3,17,1806.646875,203.2477734,52.84442109,1.8
17,1,54.43,162.5,1,1313.925,3,18,1806.646875,203.2477734,52.84442109,1.5
17,1,54.43,162.5,1,1313.925,3,19,1806.646875,203.2477734,52.84442109,1.2
17,1,54.43,162.5,1,1313.925,3,20,1806.646875,203.2477734,52.84442109,1.2
17,1,54.43,162.5,1,1313.925,3,21,1806.646875,203.2477734,52.84442109,1.2
17,2,64.41,175.2,1,1659.1,3,15,2281.2625,256.6420313,66.72692813,2.7
17,2,64.41,175.2,1,1659.1,3,16,2281.2625,256.6420313,66.72692813,2.2
17,2,64.41,175.2,1,1659.1,3,17,2281.2625,256.6420313,66.72692813,2.2
17,2,64.41,175.2,1,1659.1,3,18,2281.2625,256.6420313,66.72692813,1.9
17,2,64.41,175.2,1,1659.1,3,19,2281.2625,256.6420313,66.72692813,1.5
17,2,64.41,175.2,1,1659.1,3,20,2281.2625,256.6420313,66.72692813,1.5
17,2,64.41,175.2,1,1659.1,3,21,2281.2625,256.6420313,66.72692813,1.5
17,1,54.43,162.5,2,1313.925,3,15,2036.58375,229.1156719,59.57007469,2.4
17,1,54.43,162.5,2,1313.925,3,16,2036.58375,229.1156719,59.57007469,2
17,1,54.43,162.5,2,1313.925,3,17,2036.58375,229.1156719,59.57007469,2
17,1,54.43,162.5,2,1313.925,3,18,2036.58375,229.1156719,59.57007469,1.7
17,1,54.43,162.5,2,1313.925,3,19,2036.58375,229.1156719,59.57007469,1.3
17,1,54.43,162.5,2,1313.925,3,20,2036.58375,229.1156719,59.57007469,1.3
17,1,54.43,162.5,2,1313.925,3,21,2036.58375,229.1156719,59.57007469,1.3
17,2,64.41,175.2,2,1659.1,3,15,2571.605,289.3055625,75.21944625,3
17,2,64.41,175.2,2,1659.1,3,16,2571.605,289.3055625,75.21944625,2.5
17,2,64.41,175.2,2,1659.1,3,17,2571.605,289.3055625,75.21944625,2.5
17,2,64.41,175.2,2,1659.1,3,18,2571.605,289.3055625,75.21944625,2.1
17,2,64.41,175.2,2,1659.1,3,19,2571.605,289.3055625,75.21944625,1.7
17,2,64.41,175.2,2,1659.1,3,20,2571.605,289.3055625,75.21944625,1.7
17,2,64.41,175.2,2,1659.1,3,21,2571.605,289.3055625,75.21944625,1.7
17,1,54.43,162.5,3 ,1313.925,3,15,2266.520625,254.9835703,66.29572828,2.7
17,1,54.43,162.5,3 ,1313.925,3,16,2266.520625,254.9835703,66.29572828,2.2
17,1,54.43,162.5,3 ,1313.925,3,17,2266.520625,254.9835703,66.29572828,2.2
17,1,54.43,162.5,3 ,1313.925,3,18,2266.520625,254.9835703,66.29572828,1.9
17,1,54.43,162.5,3 ,1313.925,3,19,2266.520625,254.9835703,66.29572828,1.5
17,1,54.43,162.5,3 ,1313.925,3,20,2266.520625,254.9835703,66.29572828,1.5
17,1,54.43,162.5,3 ,1313.925,3,21,2266.520625,254.9835703,66.29572828,1.5
17,2,64.41,175.2,3 ,1659.1,3,15,2861.9475,321.9690938,83.71196438,3.3
17,2,64.41,175.2,3 ,1659.1,3,16,2861.9475,321.9690938,83.71196438,2.8
17,2,64.41,175.2,3 ,1659.1,3,17,2861.9475,321.9690938,83.71196438,2.8
17,2,64.41,175.2,3 ,1659.1,3,18,2861.9475,321.9690938,83.71196438,2.4
17,2,64.41,175.2,3 ,1659.1,3,19,2861.9475,321.9690938,83.71196438,1.9
17,2,64.41,175.2,3 ,1659.1,3,20,2861.9475,321.9690938,83.71196438,1.9
17,2,64.41,175.2,3 ,1659.1,3,21,2861.9475,321.9690938,83.71196438,1.9
18,1,56.7,163,1,1334.75,3,15,1835.28125,206.4691406,53.68197656,2.1
18,1,56.7,163,1,1334.75,3,16,1835.28125,206.4691406,53.68197656,1.8
18,1,56.7,163,1,1334.75,3,17,1835.28125,206.4691406,53.68197656,1.8
18,1,56.7,163,1,1334.75,3,18,1835.28125,206.4691406,53.68197656,1.5
18,1,56.7,163,1,1334.75,3,19,1835.28125,206.4691406,53.68197656,1.2
18,1,56.7,163,1,1334.75,3,20,1835.28125,206.4691406,53.68197656,1.2
18,1,56.7,163,1,1334.75,3,21,1835.28125,206.4691406,53.68197656,1.2
18,2,66.9,175.7,1,1682.125,3,15,2312.921875,260.2037109,67.65296484,2.7
18,2,66.9,175.7,1,1682.125,3,16,2312.921875,260.2037109,67.65296484,2.3
18,2,66.9,175.7,1,1682.125,3,17,2312.921875,260.2037109,67.65296484,2.3
18,2,66.9,175.7,1,1682.125,3,18,2312.921875,260.2037109,67.65296484,1.9
18,2,66.9,175.7,1,1682.125,3,19,2312.921875,260.2037109,67.65296484,1.5
18,2,66.9,175.7,1,1682.125,3,20,2312.921875,260.2037109,67.65296484,1.5
18,2,66.9,175.7,1,1682.125,3,21,2312.921875,260.2037109,67.65296484,1.5
18,1,56.7,163,2,1334.75,3,15,2068.8625,232.7470313,60.51422813,2.4
18,1,56.7,163,2,1334.75,3,16,2068.8625,232.7470313,60.51422813,2
18,1,56.7,163,2,1334.75,3,17,2068.8625,232.7470313,60.51422813,2
18,1,56.7,163,2,1334.75,3,18,2068.8625,232.7470313,60.51422813,1.7
18,1,56.7,163,2,1334.75,3,19,2068.8625,232.7470313,60.51422813,1.3
18,1,56.7,163,2,1334.75,3,20,2068.8625,232.7470313,60.51422813,1.3
18,1,56.7,163,2,1334.75,3,21,2068.8625,232.7470313,60.51422813,1.3
18,2,66.9,175.7,2,1682.125,3,15,2607.29375,293.3205469,76.26334219,3.1
18,2,66.9,175.7,2,1682.125,3,16,2607.29375,293.3205469,76.26334219,2.5
18,2,66.9,175.7,2,1682.125,3,17,2607.29375,293.3205469,76.26334219,2.5
18,2,66.9,175.7,2,1682.125,3,18,2607.29375,293.3205469,76.26334219,2.2
18,2,66.9,175.7,2,1682.125,3,19,2607.29375,293.3205469,76.26334219,1.7
18,2,66.9,175.7,2,1682.125,3,20,2607.29375,293.3205469,76.26334219,1.7
18,2,66.9,175.7,2,1682.125,3,21,2607.29375,293.3205469,76.26334219,1.7
18,1,56.7,163,3 ,1334.75,3,15,2302.44375,259.0249219,67.34647969,2.7
18,1,56.7,163,3 ,1334.75,3,16,2302.44375,259.0249219,67.34647969,2.2
18,1,56.7,163,3 ,1334.75,3,17,2302.44375,259.0249219,67.34647969,2.2
18,1,56.7,163,3 ,1334.75,3,18,2302.44375,259.0249219,67.34647969,1.9
18,1,56.7,163,3 ,1334.75,3,19,2302.44375,259.0249219,67.34647969,1.5
18,1,56.7,163,3 ,1334.75,3,20,2302.44375,259.0249219,67.34647969,1.5
18,1,56.7,163,3 ,1334.75,3,21,2302.44375,259.0249219,67.34647969,1.5
18,2,66.9,175.7,3 ,1682.125,3,15,2901.665625,326.4373828,84.87371953,3.4
18,2,66.9,175.7,3 ,1682.125,3,16,2901.665625,326.4373828,84.87371953,2.8
18,2,66.9,175.7,3 ,1682.125,3,17,2901.665625,326.4373828,84.87371953,2.8
18,2,66.9,175.7,3 ,1682.125,3,18,2901.665625,326.4373828,84.87371953,2.4
18,2,66.9,175.7,3 ,1682.125,3,19,2901.665625,326.4373828,84.87371953,1.9
18,2,66.9,175.7,3 ,1682.125,3,20,2901.665625,326.4373828,84.87371953,1.9
18,2,66.9,175.7,3 ,1682.125,3,21,2901.665625,326.4373828,84.87371953,1.9
19,1,57.15,163,1,1334.25,3,15,1834.59375,206.3917969,53.66186719,2.1
19,1,57.15,163,1,1334.25,3,16,1834.59375,206.3917969,53.66186719,1.8
19,1,57.15,163,1,1334.25,3,17,1834.59375,206.3917969,53.66186719,1.8
19,1,57.15,163,1,1334.25,3,18,1834.59375,206.3917969,53.66186719,1.5
19,1,57.15,163,1,1334.25,3,19,1834.59375,206.3917969,53.66186719,1.2
19,1,57.15,163,1,1334.25,3,20,1834.59375,206.3917969,53.66186719,1.2
19,1,57.15,163,1,1334.25,3,21,1834.59375,206.3917969,53.66186719,1.2
19,2,68.95,176.5,1,1702.625,3,15,2341.109375,263.3748047,68.47744922,2.7
19,2,68.95,176.5,1,1702.625,3,16,2341.109375,263.3748047,68.47744922,2.3
19,2,68.95,176.5,1,1702.625,3,17,2341.109375,263.3748047,68.47744922,2.3
19,2,68.95,176.5,1,1702.625,3,18,2341.109375,263.3748047,68.47744922,2
19,2,68.95,176.5,1,1702.625,3,19,2341.109375,263.3748047,68.47744922,1.5
19,2,68.95,176.5,1,1702.625,3,20,2341.109375,263.3748047,68.47744922,1.5
19,2,68.95,176.5,1,1702.625,3,21,2341.109375,263.3748047,68.47744922,1.5
19,1,57.15,163,2,1334.25,3,15,2068.0875,232.6598438,60.49155938,2.4
19,1,57.15,163,2,1334.25,3,16,2068.0875,232.6598438,60.49155938,2
19,1,57.15,163,2,1334.25,3,17,2068.0875,232.6598438,60.49155938,2
19,1,57.15,163,2,1334.25,3,18,2068.0875,232.6598438,60.49155938,1.7
19,1,57.15,163,2,1334.25,3,19,2068.0875,232.6598438,60.49155938,1.3
19,1,57.15,163,2,1334.25,3,20,2068.0875,232.6598438,60.49155938,1.3
19,1,57.15,163,2,1334.25,3,21,2068.0875,232.6598438,60.49155938,1.3
19,2,68.95,176.5,2,1702.625,3,15,2639.06875,296.8952344,77.19276094,3.1
19,2,68.95,176.5,2,1702.625,3,16,2639.06875,296.8952344,77.19276094,2.6
19,2,68.95,176.5,2,1702.625,3,17,2639.06875,296.8952344,77.19276094,2.6
19,2,68.95,176.5,2,1702.625,3,18,2639.06875,296.8952344,77.19276094,2.2
19,2,68.95,176.5,2,1702.625,3,19,2639.06875,296.8952344,77.19276094,1.7
19,2,68.95,176.5,2,1702.625,3,20,2639.06875,296.8952344,77.19276094,1.7
19,2,68.95,176.5,2,1702.625,3,21,2639.06875,296.8952344,77.19276094,1.7
19,1,57.15,163,3 ,1334.25,3,15,2301.58125,258.9278906,67.32125156,2.7
19,1,57.15,163,3 ,1334.25,3,16,2301.58125,258.9278906,67.32125156,2.2
19,1,57.15,163,3 ,1334.25,3,17,2301.58125,258.9278906,67.32125156,2.2
19,1,57.15,163,3 ,1334.25,3,18,2301.58125,258.9278906,67.32125156,1.9
19,1,57.15,163,3 ,1334.25,3,19,2301.58125,258.9278906,67.32125156,1.5
19,1,57.15,163,3 ,1334.25,3,20,2301.58125,258.9278906,67.32125156,1.5
19,1,57.15,163,3 ,1334.25,3,21,2301.58125,258.9278906,67.32125156,1.5
19,2,68.95,176.5,3 ,1702.625,3,15,2937.028125,330.4156641,85.90807266,3.4
19,2,68.95,176.5,3 ,1702.625,3,16,2937.028125,330.4156641,85.90807266,2.9
19,2,68.95,176.5,3 ,1702.625,3,17,2937.028125,330.4156641,85.90807266,2.9
19,2,68.95,176.5,3 ,1702.625,3,18,2937.028125,330.4156641,85.90807266,2.5
19,2,68.95,176.5,3 ,1702.625,3,19,2937.028125,330.4156641,85.90807266,1.9
19,2,68.95,176.5,3 ,1702.625,3,20,2937.028125,330.4156641,85.90807266,1.9
19,2,68.95,176.5,3 ,1702.625,3,21,2937.028125,330.4156641,85.90807266,1.9
20,1,58.06,163.3,1,1340.225,3,15,1842.809375,207.3160547,53.90217422,2.2
20,1,58.06,163.3,1,1340.225,3,16,1842.809375,207.3160547,53.90217422,1.8
20,1,58.06,163.3,1,1340.225,3,17,1842.809375,207.3160547,53.90217422,1.8
20,1,58.06,163.3,1,1340.225,3,18,1842.809375,207.3160547,53.90217422,1.5
20,1,58.06,163.3,1,1340.225,3,19,1842.809375,207.3160547,53.90217422,1.2
20,1,58.06,163.3,1,1340.225,3,20,1842.809375,207.3160547,53.90217422,1.2
20,1,58.06,163.3,1,1340.225,3,21,1842.809375,207.3160547,53.90217422,1.2
20,2,70.3,177,1,1714.25,3,15,2357.09375,265.1730469,68.94499219,2.8
20,2,70.3,177,1,1714.25,3,16,2357.09375,265.1730469,68.94499219,2.3
20,2,70.3,177,1,1714.25,3,17,2357.09375,265.1730469,68.94499219,2.3
20,2,70.3,177,1,1714.25,3,18,2357.09375,265.1730469,68.94499219,2
20,2,70.3,177,1,1714.25,3,19,2357.09375,265.1730469,68.94499219,1.5
20,2,70.3,177,1,1714.25,3,20,2357.09375,265.1730469,68.94499219,1.5
20,2,70.3,177,1,1714.25,3,21,2357.09375,265.1730469,68.94499219,1.5
20,1,58.06,163.3,2,1340.225,3,15,2077.34875,233.7017344,60.76245094,2.4
20,1,58.06,163.3,2,1340.225,3,16,2077.34875,233.7017344,60.76245094,2
20,1,58.06,163.3,2,1340.225,3,17,2077.34875,233.7017344,60.76245094,2
20,1,58.06,163.3,2,1340.225,3,18,2077.34875,233.7017344,60.76245094,1.7
20,1,58.06,163.3,2,1340.225,3,19,2077.34875,233.7017344,60.76245094,1.4
20,1,58.06,163.3,2,1340.225,3,20,2077.34875,233.7017344,60.76245094,1.4
20,1,58.06,163.3,2,1340.225,3,21,2077.34875,233.7017344,60.76245094,1.4
20,2,70.3,177,2,1714.25,3,15,2657.0875,298.9223438,77.71980938,3.1
20,2,70.3,177,2,1714.25,3,16,2657.0875,298.9223438,77.71980938,2.6
20,2,70.3,177,2,1714.25,3,17,2657.0875,298.9223438,77.71980938,2.6
20,2,70.3,177,2,1714.25,3,18,2657.0875,298.9223438,77.71980938,2.2
20,2,70.3,177,2,1714.25,3,19,2657.0875,298.9223438,77.71980938,1.7
20,2,70.3,177,2,1714.25,3,20,2657.0875,298.9223438,77.71980938,1.7
20,2,70.3,177,2,1714.25,3,21,2657.0875,298.9223438,77.71980938,1.7
20,1,58.06,163.3,3 ,1340.225,3,15,2311.888125,260.0874141,67.62272766,2.7
20,1,58.06,163.3,3 ,1340.225,3,16,2311.888125,260.0874141,67.62272766,2.3
20,1,58.06,163.3,3 ,1340.225,3,17,2311.888125,260.0874141,67.62272766,2.3
20,1,58.06,163.3,3 ,1340.225,3,18,2311.888125,260.0874141,67.62272766,1.9
20,1,58.06,163.3,3 ,1340.225,3,19,2311.888125,260.0874141,67.62272766,1.5
20,1,58.06,163.3,3 ,1340.225,3,20,2311.888125,260.0874141,67.62272766,1.5
20,1,58.06,163.3,3 ,1340.225,3,21,2311.888125,260.0874141,67.62272766,1.5
20,2,70.3,177,3 ,1714.25,3,15,2957.08125,332.6716406,86.49462656,3.5
20,2,70.3,177,3 ,1714.25,3,16,2957.08125,332.6716406,86.49462656,2.9
20,2,70.3,177,3 ,1714.25,3,17,2957.08125,332.6716406,86.49462656,2.9
20,2,70.3,177,3 ,1714.25,3,18,2957.08125,332.6716406,86.49462656,2.5
20,2,70.3,177,3 ,1714.25,3,19,2957.08125,332.6716406,86.49462656,1.9
20,2,70.3,177,3 ,1714.25,3,20,2957.08125,332.6716406,86.49462656,1.9
20,2,70.3,177,3 ,1714.25,3,21,2957.08125,332.6716406,86.49462656,1.9
2,1,12.02,85.5,1,483.575,4,22,664.915625,74.80300781,3.740150391,0.2
2,1,12.02,85.5,1,483.575,4,23,664.915625,74.80300781,3.740150391,0.3
2,1,12.02,85.5,1,483.575,4,24,664.915625,74.80300781,3.740150391,0.1
2,1,12.02,85.5,1,483.575,4,25,664.915625,74.80300781,3.740150391,0.7
2,1,12.02,85.5,1,483.575,4,26,664.915625,74.80300781,3.740150391,0.2
2,1,12.02,85.5,1,483.575,4,27,664.915625,74.80300781,3.740150391,0.3
2,1,12.02,85.5,1,483.575,4,28,664.915625,74.80300781,3.740150391,0.3
2,2,12.47,86.8,1,662.2,4,22,910.525,102.4340625,5.121703125,0.3
2,2,12.47,86.8,1,662.2,4,23,910.525,102.4340625,5.121703125,0.4
2,2,12.47,86.8,1,662.2,4,24,910.525,102.4340625,5.121703125,0.2
2,2,12.47,86.8,1,662.2,4,25,910.525,102.4340625,5.121703125,0.9
2,2,12.47,86.8,1,662.2,4,26,910.525,102.4340625,5.121703125,0.2
2,2,12.47,86.8,1,662.2,4,27,910.525,102.4340625,5.121703125,0.5
2,2,12.47,86.8,1,662.2,4,28,910.525,102.4340625,5.121703125,0.4
2,1,12.02,85.5,2,483.575,4,22,749.54125,84.32339063,4.216169531,0.3
2,1,12.02,85.5,2,483.575,4,23,749.54125,84.32339063,4.216169531,0.4
2,1,12.02,85.5,2,483.575,4,24,749.54125,84.32339063,4.216169531,0.2
2,1,12.02,85.5,2,483.575,4,25,749.54125,84.32339063,4.216169531,0.8
2,1,12.02,85.5,2,483.575,4,26,749.54125,84.32339063,4.216169531,0.2
2,1,12.02,85.5,2,483.575,4,27,749.54125,84.32339063,4.216169531,0.4
2,1,12.02,85.5,2,483.575,4,28,749.54125,84.32339063,4.216169531,0.3
2,2,12.47,86.8,2,662.2,4,22,1026.41,115.471125,5.77355625,0.4
2,2,12.47,86.8,2,662.2,4,23,1026.41,115.471125,5.77355625,0.5
2,2,12.47,86.8,2,662.2,4,24,1026.41,115.471125,5.77355625,0.2
2,2,12.47,86.8,2,662.2,4,25,1026.41,115.471125,5.77355625,1
2,2,12.47,86.8,2,662.2,4,26,1026.41,115.471125,5.77355625,0.3
2,2,12.47,86.8,2,662.2,4,27,1026.41,115.471125,5.77355625,0.5
2,2,12.47,86.8,2,662.2,4,28,1026.41,115.471125,5.77355625,0.4
2,1,12.02,85.5,3 ,483.575,4,22,834.166875,93.84377344,4.692188672,0.3
2,1,12.02,85.5,3 ,483.575,4,23,834.166875,93.84377344,4.692188672,0.4
2,1,12.02,85.5,3 ,483.575,4,24,834.166875,93.84377344,4.692188672,0.2
2,1,12.02,85.5,3 ,483.575,4,25,834.166875,93.84377344,4.692188672,0.9
2,1,12.02,85.5,3 ,483.575,4,26,834.166875,93.84377344,4.692188672,0.2
2,1,12.02,85.5,3 ,483.575,4,27,834.166875,93.84377344,4.692188672,0.4
2,1,12.02,85.5,3 ,483.575,4,28,834.166875,93.84377344,4.692188672,0.3
2,2,12.47,86.8,3 ,662.2,4,22,1142.295,128.5081875,6.425409375,0.4
2,2,12.47,86.8,3 ,662.2,4,23,1142.295,128.5081875,6.425409375,0.5
2,2,12.47,86.8,3 ,662.2,4,24,1142.295,128.5081875,6.425409375,0.3
2,2,12.47,86.8,3 ,662.2,4,25,1142.295,128.5081875,6.425409375,1.2
2,2,12.47,86.8,3 ,662.2,4,26,1142.295,128.5081875,6.425409375,0.3
2,2,12.47,86.8,3 ,662.2,4,27,1142.295,128.5081875,6.425409375,0.6
2,2,12.47,86.8,3 ,662.2,4,28,1142.295,128.5081875,6.425409375,0.5
3,1,14.29,94,1,554.4,4,22,762.3,85.75875,4.2879375,0.3
3,1,14.29,94,1,554.4,4,23,762.3,85.75875,4.2879375,0.4
3,1,14.29,94,1,554.4,4,24,762.3,85.75875,4.2879375,0.2
3,1,14.29,94,1,554.4,4,25,762.3,85.75875,4.2879375,0.8
3,1,14.29,94,1,554.4,4,26,762.3,85.75875,4.2879375,0.2
3,1,14.29,94,1,554.4,4,27,762.3,85.75875,4.2879375,0.4
3,1,14.29,94,1,554.4,4,28,762.3,85.75875,4.2879375,0.3
3,2,14.06,95.2,1,725.6,4,22,997.7,112.24125,5.6120625,0.4
3,2,14.06,95.2,1,725.6,4,23,997.7,112.24125,5.6120625,0.5
3,2,14.06,95.2,1,725.6,4,24,997.7,112.24125,5.6120625,0.2
3,2,14.06,95.2,1,725.6,4,25,997.7,112.24125,5.6120625,1
3,2,14.06,95.2,1,725.6,4,26,997.7,112.24125,5.6120625,0.3
3,2,14.06,95.2,1,725.6,4,27,997.7,112.24125,5.6120625,0.5
3,2,14.06,95.2,1,725.6,4,28,997.7,112.24125,5.6120625,0.4
3,1,14.29,94,2,554.4,4,22,859.32,96.6735,4.833675,0.3
3,1,14.29,94,2,554.4,4,23,859.32,96.6735,4.833675,0.4
3,1,14.29,94,2,554.4,4,24,859.32,96.6735,4.833675,0.2
3,1,14.29,94,2,554.4,4,25,859.32,96.6735,4.833675,0.9
3,1,14.29,94,2,554.4,4,26,859.32,96.6735,4.833675,0.2
3,1,14.29,94,2,554.4,4,27,859.32,96.6735,4.833675,0.4
3,1,14.29,94,2,554.4,4,28,859.32,96.6735,4.833675,0.3
3,2,14.06,95.2,2,725.6,4,22,1124.68,126.5265,6.326325,0.4
3,2,14.06,95.2,2,725.6,4,23,1124.68,126.5265,6.326325,0.5
3,2,14.06,95.2,2,725.6,4,24,1124.68,126.5265,6.326325,0.3
3,2,14.06,95.2,2,725.6,4,25,1124.68,126.5265,6.326325,1.2
3,2,14.06,95.2,2,725.6,4,26,1124.68,126.5265,6.326325,0.3
3,2,14.06,95.2,2,725.6,4,27,1124.68,126.5265,6.326325,0.6
3,2,14.06,95.2,2,725.6,4,28,1124.68,126.5265,6.326325,0.5
3,1,14.29,94,3 ,554.4,4,22,956.34,107.58825,5.3794125,0.4
3,1,14.29,94,3 ,554.4,4,23,956.34,107.58825,5.3794125,0.4
3,1,14.29,94,3 ,554.4,4,24,956.34,107.58825,5.3794125,0.2
3,1,14.29,94,3 ,554.4,4,25,956.34,107.58825,5.3794125,1
3,1,14.29,94,3 ,554.4,4,26,956.34,107.58825,5.3794125,0.2
3,1,14.29,94,3 ,554.4,4,27,956.34,107.58825,5.3794125,0.5
3,1,14.29,94,3 ,554.4,4,28,956.34,107.58825,5.3794125,0.4
3,2,14.06,95.2,3 ,725.6,4,22,1251.66,140.81175,7.0405875,0.5
3,2,14.06,95.2,3 ,725.6,4,23,1251.66,140.81175,7.0405875,0.6
3,2,14.06,95.2,3 ,725.6,4,24,1251.66,140.81175,7.0405875,0.3
3,2,14.06,95.2,3 ,725.6,4,25,1251.66,140.81175,7.0405875,1.3
3,2,14.06,95.2,3 ,725.6,4,26,1251.66,140.81175,7.0405875,0.3
3,2,14.06,95.2,3 ,725.6,4,27,1251.66,140.81175,7.0405875,0.6
3,2,14.06,95.2,3 ,725.6,4,28,1251.66,140.81175,7.0405875,0.5
4,1,15.42,100.3,1,600.075,4,22,825.103125,92.82410156,6.497687109,0.4
4,1,15.42,100.3,1,600.075,4,23,825.103125,92.82410156,6.497687109,0.5
4,1,15.42,100.3,1,600.075,4,24,825.103125,92.82410156,6.497687109,0.3
4,1,15.42,100.3,1,600.075,4,25,825.103125,92.82410156,6.497687109,1.2
4,1,15.42,100.3,1,600.075,4,26,825.103125,92.82410156,6.497687109,0.3
4,1,15.42,100.3,1,600.075,4,27,825.103125,92.82410156,6.497687109,0.6
4,1,15.42,100.3,1,600.075,4,28,825.103125,92.82410156,6.497687109,0.5
4,2,16.33,102.3,1,787.675,4,22,1083.053125,121.8434766,8.529043359,0.6
4,2,16.33,102.3,1,787.675,4,23,1083.053125,121.8434766,8.529043359,0.7
4,2,16.33,102.3,1,787.675,4,24,1083.053125,121.8434766,8.529043359,0.3
4,2,16.33,102.3,1,787.675,4,25,1083.053125,121.8434766,8.529043359,1.6
4,2,16.33,102.3,1,787.675,4,26,1083.053125,121.8434766,8.529043359,0.4
4,2,16.33,102.3,1,787.675,4,27,1083.053125,121.8434766,8.529043359,0.8
4,2,16.33,102.3,1,787.675,4,28,1083.053125,121.8434766,8.529043359,0.6
4,1,15.42,100.3,2,600.075,4,22,930.11625,104.6380781,7.324665469,0.5
4,1,15.42,100.3,2,600.075,4,23,930.11625,104.6380781,7.324665469,0.6
4,1,15.42,100.3,2,600.075,4,24,930.11625,104.6380781,7.324665469,0.3
4,1,15.42,100.3,2,600.075,4,25,930.11625,104.6380781,7.324665469,1.3
4,1,15.42,100.3,2,600.075,4,26,930.11625,104.6380781,7.324665469,0.3
4,1,15.42,100.3,2,600.075,4,27,930.11625,104.6380781,7.324665469,0.7
4,1,15.42,100.3,2,600.075,4,28,930.11625,104.6380781,7.324665469,0.5
4,2,16.33,102.3,2,787.675,4,22,1220.89625,137.3508281,9.614557969,0.6
4,2,16.33,102.3,2,787.675,4,23,1220.89625,137.3508281,9.614557969,0.8
4,2,16.33,102.3,2,787.675,4,24,1220.89625,137.3508281,9.614557969,0.4
4,2,16.33,102.3,2,787.675,4,25,1220.89625,137.3508281,9.614557969,1.7
4,2,16.33,102.3,2,787.675,4,26,1220.89625,137.3508281,9.614557969,0.4
4,2,16.33,102.3,2,787.675,4,27,1220.89625,137.3508281,9.614557969,0.9
4,2,16.33,102.3,2,787.675,4,28,1220.89625,137.3508281,9.614557969,0.7
4,1,15.42,100.3,3 ,600.075,4,22,1035.129375,116.4520547,8.151643828,0.5
4,1,15.42,100.3,3 ,600.075,4,23,1035.129375,116.4520547,8.151643828,0.7
4,1,15.42,100.3,3 ,600.075,4,24,1035.129375,116.4520547,8.151643828,0.3
4,1,15.42,100.3,3 ,600.075,4,25,1035.129375,116.4520547,8.151643828,1.5
4,1,15.42,100.3,3 ,600.075,4,26,1035.129375,116.4520547,8.151643828,0.4
4,1,15.42,100.3,3 ,600.075,4,27,1035.129375,116.4520547,8.151643828,0.7
4,1,15.42,100.3,3 ,600.075,4,28,1035.129375,116.4520547,8.151643828,0.6
4,2,16.33,102.3,3 ,787.675,4,22,1358.739375,152.8581797,10.70007258,0.7
4,2,16.33,102.3,3 ,787.675,4,23,1358.739375,152.8581797,10.70007258,0.9
4,2,16.33,102.3,3 ,787.675,4,24,1358.739375,152.8581797,10.70007258,0.4
4,2,16.33,102.3,3 ,787.675,4,25,1358.739375,152.8581797,10.70007258,1.9
